"DEFAULT","GENDER","AGE","CITIZEN","PART","INCOME","BALANCE"
"No","Male",42,"GE","No",43899.08,1713.54
"No","Male",34,"FR","No",33293.79,969.54
"No","Male",38,"GE","No",33293.79,969.54
"No","Female",35,"GE","No",34401.02,1024.61
"No","Male",44,"GE","No",34401.02,1024.61
"No","Female",39,"SP","No",47029.26,1072.03
"No","Male",40,"IT","No",50127.96,715.54
"No","Male",45,"GE","No",33266.52,937.5
"No","Female",40,"UK","Yes",12062.39,523.83
"Yes","Female",35,"UK","No",50930.91,2040.59
"No","Male",38,"GR","Yes",14916.44,1196.49
"Yes","Male",40,"FR","No",58606.49,2038.89
"No","Male",36,"GE","Yes",15846.66,1048
"No","Male",45,"IT","Yes",15846.66,1048
"No","Female",45,"GE","No",29945.57,1657.26
"No","Female",41,"SP","No",50210.07,931.71
"No","Male",38,"GE","No",44778.05,1318.81
"No","Male",40,"GE","No",44778.05,1318.81
"No","Male",43,"DE","No",36070.14,24.26
"Yes","Male",37,"FR","No",64135.43,2024.82
"Yes","Female",35,"UK","No",39163.36,1598.02
"Yes","Female",40,"UK","Yes",25706.65,2578.47
"No","Female",38,"GE","Yes",21590.96,794.97
"No","Female",37,"GR","Yes",16381.2,980.1
"Yes","Male",40,"GE","Yes",20103.6,2083.23
"No","Male",37,"GE","Yes",21511.46,1436.07
"No","Female",34,"FR","No",28845.02,1467.23
"No","Male",48,"UK","No",37879.26,469.44
"No","Female",41,"GE","No",29229.53,1112.11
"No","Male",49,"FR","No",33647.99,246.39
"No","Male",39,"DE","No",42486.4,916.57
"No","Male",47,"GE","No",52237.73,844.31
"No","Male",39,"SP","Yes",19020.3,179.5
"No","Male",39,"UK","No",25050.83,27.3
"No","Male",40,"IT","No",40057.08,112.03
"No","Male",35,"SP","No",40057.08,112.03
"No","Male",37,"DE","Yes",20773.13,1675.66
"No","Female",37,"GE","No",46096.16,364.75
"Yes","Male",33,"UK","Yes",15179.75,1721.97
"No","Female",36,"GE","No",69547.44,1029.79
"No","Female",41,"GE","No",55294.95,268.44
"No","Female",42,"UK","No",36886.99,5
"No","Male",34,"UK","Yes",23546.4,560.38
"No","Male",44,"IT","No",18130.32,626.4
"No","Male",45,"IT","No",38038.6,1434.14
"No","Female",38,"FR","No",49317.83,584.82
"No","Female",43,"FR","No",35017.85,815.07
"No","Female",39,"GE","No",35017.85,815.07
"Yes","Female",32,"FR","Yes",15964.21,1402.21
"No","Male",36,"FR","No",41883.41,944.2
"No","Male",36,"FR","No",36969.17,5
"No","Female",37,"FR","No",36969.17,5
"No","Male",47,"IT","No",36969.17,5
"No","Male",37,"GE","No",50099.29,1151
"No","Male",38,"GE","No",41217.35,222.11
"No","Female",37,"GE","Yes",21309.25,1337
"No","Male",36,"GE","Yes",18213.08,883.16
"No","Female",36,"GE","Yes",25667.87,220.89
"No","Male",33,"FR","Yes",25667.87,220.89
"No","Female",48,"SP","No",40751.41,758.39
"No","Male",38,"FR","No",43878.81,1271.33
"No","Female",38,"IT","No",62335.2,97.33
"No","Female",37,"UK","No",62335.2,97.33
"No","Male",38,"UK","No",50508.75,1462.69
"No","Female",48,"UK","No",55659.47,191.91
"No","Female",40,"UK","No",31328.04,312.92
"No","Female",38,"UK","No",43627.33,585.75
"No","Female",45,"SP","No",40138.84,258.04
"No","Male",38,"IT","No",40138.84,258.04
"No","Male",38,"UK","No",40138.84,258.04
"No","Male",39,"FR","No",27145.7,1387.87
"No","Male",37,"GE","Yes",17152.16,916.79
"No","Male",40,"IT","Yes",18024.28,1592.55
"No","Male",42,"SP","Yes",18024.28,1592.55
"No","Male",37,"GE","Yes",12195.97,781.61
"No","Male",44,"GE","No",59266.96,5
"No","Male",36,"GE","Yes",22710.87,397.54
"No","Female",38,"DE","No",37603.97,290.68
"No","Male",40,"SP","No",37603.97,290.68
"No","Male",38,"FR","No",32751.7,1224.24
"No","Male",37,"DE","No",36850.97,5
"No","Female",36,"GE","Yes",17560.37,1499.19
"No","Male",34,"FR","No",55260.35,847.72
"No","Male",37,"GR","Yes",16454.75,1199.59
"No","Female",41,"IT","No",33700.21,675.23
"No","Male",35,"UK","No",27798.17,586.6
"No","Male",39,"GE","No",27798.17,586.6
"No","Male",43,"GE","Yes",16514.32,978.54
"No","Male",36,"HO","No",23954.22,1096.03
"No","Male",43,"DE","No",20962.11,722.77
"No","Male",35,"FR","No",29188.94,728.04
"No","Male",48,"UK","No",46617.88,1094.77
"No","Male",37,"GE","Yes",23996.74,879.85
"No","Male",43,"GE","No",43774.44,322
"No","Male",36,"UK","No",44104.96,1430.58
"No","Male",46,"GR","No",42194.39,1352.61
"No","Female",43,"GR","No",42194.39,1352.61
"No","Female",44,"UK","No",37793.29,1431.74
"No","Male",34,"SP","No",54835.77,1491.48
"No","Male",40,"HO","Yes",18937.21,1228.48
"No","Male",42,"SP","Yes",18937.21,1228.48
"No","Male",43,"UK","No",22691.88,774.54
"No","Female",36,"IT","No",19132.69,160.5
"No","Male",45,"HO","No",35737.6,196.91
"No","Male",44,"UK","No",62142.06,912.07
"No","Female",36,"IT","No",41281.98,619.14
"No","Male",36,"FR","No",60275.88,225.36
"No","Female",39,"UK","Yes",9506.46,613.6
"No","Male",41,"FR","Yes",15444.93,1175.13
"No","Male",43,"FR","Yes",17068.34,517.3
"Yes","Female",36,"UK","Yes",12181.9,2038.54
"No","Female",41,"FR","Yes",21680.1,641
"Yes","Male",37,"FR","No",41162.93,1940.37
"No","Female",41,"IT","Yes",21497.53,768.45
"No","Female",41,"SP","No",50921.26,1175.19
"No","Female",43,"SP","No",50921.26,1175.19
"No","Male",35,"UK","Yes",20344.18,1684.28
"No","Male",34,"UK","No",38885.31,604.98
"No","Male",37,"SP","No",51677.35,623.52
"No","Male",36,"DE","No",34297.9,1005.34
"No","Female",39,"IT","No",34286.11,613.15
"No","Male",37,"GE","No",52507.6,1086.18
"No","Female",49,"GE","No",35807.02,1057.18
"No","Male",40,"UK","No",27454.62,252.9
"No","Female",37,"UK","No",43581.2,1269.29
"No","Female",42,"SP","No",33433.83,1165.32
"No","Male",35,"GR","Yes",13909.39,535.01
"No","Male",41,"GE","No",26453.29,220.79
"Yes","Male",25,"GE","Yes",24126.03,1493.97
"No","Male",51,"IT","No",49215.02,666.61
"No","Male",43,"UK","No",49215.02,666.61
"Yes","Male",31,"GR","No",49303.01,1562.84
"No","Male",35,"SP","No",24556.02,69.18
"No","Male",42,"FR","No",22433.64,1447.04
"No","Female",35,"UK","No",22433.64,1447.04
"No","Male",41,"DE","No",29749.17,872.64
"No","Male",52,"DE","Yes",24262.69,866.5
"No","Male",37,"SP","No",37600.08,1184.31
"No","Male",34,"SP","No",28022.84,834.26
"No","Male",43,"GE","No",39651.12,1057.35
"No","Male",35,"UK","Yes",20222.95,720.52
"No","Female",42,"IT","No",37442.64,1285.52
"No","Male",44,"UK","No",31724.63,657.09
"No","Male",48,"GE","No",31724.63,657.09
"No","Male",41,"FR","Yes",21436.52,663.6
"No","Male",45,"GR","Yes",20961.47,591.54
"Yes","Male",31,"SP","No",23096.08,1804.19
"No","Male",38,"SP","No",52203.86,586.47
"No","Male",37,"GE","No",43592.83,1020.2
"No","Female",39,"FR","Yes",13210.88,1183.07
"No","Male",42,"GE","No",32691.92,1545.98
"No","Male",36,"FR","No",44082.19,360.22
"Yes","Male",41,"PO","No",37113.88,2236.76
"No","Male",45,"FR","No",32770.58,1126.89
"No","Male",37,"GR","No",57313.28,325.93
"No","Male",42,"UK","No",51393.79,996.45
"No","Male",47,"DE","No",40382.6,280.72
"No","Male",36,"SP","Yes",15419.11,1162.59
"No","Female",38,"UK","Yes",15419.11,1162.59
"No","Male",34,"SP","Yes",18002.55,193.72
"Yes","Male",37,"GE","Yes",14957.82,1874.82
"No","Male",48,"SP","No",36231.85,1101.98
"No","Male",39,"GE","Yes",10316.34,521.84
"No","Male",43,"GE","Yes",13215.79,837.52
"No","Male",40,"FR","No",42322.25,390.31
"No","Female",38,"IT","No",46128.86,694.39
"No","Male",36,"DE","No",46128.86,694.39
"No","Female",33,"GE","Yes",19805.88,838.46
"No","Female",49,"SP","No",38173.93,675.84
"No","Male",43,"DE","No",40325.38,696.11
"No","Female",32,"HO","No",40325.38,696.11
"Yes","Female",36,"GE","Yes",17133.97,2034.67
"No","Male",41,"SP","Yes",18082.55,1307.09
"No","Male",39,"FR","No",47725.52,5
"Yes","Male",36,"UK","No",25639.79,1655.78
"No","Male",38,"IT","No",35577.43,5
"No","Male",40,"IT","No",29275.12,244.66
"Yes","Male",30,"UK","Yes",19651.26,1013.22
"No","Female",33,"UK","No",40495.47,1449.14
"No","Male",37,"GE","No",38236.74,464.42
"No","Male",42,"SP","No",43705.82,817.62
"No","Female",40,"SP","Yes",21615.27,546.03
"No","Male",37,"GE","No",26697.79,1467.57
"No","Male",37,"GE","Yes",13371.06,282.83
"Yes","Male",32,"SP","No",34787.25,2155.29
"No","Female",41,"IT","No",38389.28,611.34
"No","Male",44,"UK","Yes",18141,357.6
"Yes","Male",34,"SP","No",22308.13,1743.06
"No","Female",38,"IT","No",46182.26,801.8
"No","Male",34,"HO","No",39921.14,430.49
"No","Male",47,"IT","No",37712.39,1294.76
"No","Male",45,"GE","No",40486.86,886.22
"No","Male",36,"SP","No",58710.89,1866.3
"No","Male",38,"DE","No",58710.89,1866.3
"No","Female",42,"SP","No",49128.04,270.22
"No","Male",42,"GE","No",49128.04,270.22
"Yes","Male",33,"SP","Yes",9663.79,2024.66
"No","Male",34,"PO","No",49358.43,440.02
"No","Female",43,"HO","No",39928.24,945.67
"No","Male",32,"FR","Yes",16926.37,807.6
"No","Female",39,"HO","Yes",19314.92,1001.35
"No","Male",40,"IT","No",42703.02,245.35
"No","Female",37,"FR","No",45192.34,969.08
"No","Female",38,"FR","Yes",19995.86,714.18
"Yes","Male",36,"DE","No",31632.58,1815.79
"No","Female",36,"UK","No",31101.08,1508.15
"Yes","Male",28,"SP","No",37372.76,2063.57
"Yes","Male",39,"DE","Yes",18161.24,1740.77
"Yes","Male",38,"GE","No",44794.34,1994.4
"No","Male",44,"DE","No",68721.97,821.25
"No","Female",44,"GE","No",40255.47,341.04
"No","Male",44,"UK","No",31742.99,216.96
"No","Male",37,"IT","No",37536.36,48.24
"Yes","Male",39,"FR","No",50322.36,1361.74
"No","Male",43,"DE","Yes",22047.92,947.85
"No","Male",39,"UK","No",21990.09,952.31
"No","Male",38,"SP","No",26350.87,448.26
"No","Male",43,"GE","No",37322.93,316.12
"No","Female",43,"UK","No",38461.05,1208.3
"No","Male",39,"SP","No",38461.05,1208.3
"Yes","Male",29,"FR","No",50990.58,1292.43
"No","Male",40,"SP","No",48089.52,663.61
"No","Female",39,"GR","No",51229.79,603.02
"Yes","Male",34,"GE","Yes",21930.39,2654.32
"No","Male",46,"SP","No",38150.63,329.52
"No","Female",48,"UK","Yes",23587.49,536.01
"No","Male",36,"GE","No",32298.31,644.8
"No","Male",41,"UK","No",25498.01,326.04
"No","Male",39,"GE","No",29897.18,1816.97
"No","Female",39,"FR","Yes",10852.29,1657.11
"No","Male",41,"FR","No",36092.59,1270.46
"No","Male",34,"UK","No",28490.77,5
"No","Female",41,"IT","No",35706.66,697.93
"No","Female",43,"IT","No",37437.74,1420.51
"No","Male",36,"UK","Yes",24515.98,212.82
"No","Male",42,"UK","Yes",23236.75,929.41
"No","Male",40,"SP","No",36327.88,355.02
"No","Male",40,"FR","Yes",21650.42,1315.42
"No","Female",38,"GE","Yes",21650.42,1315.42
"Yes","Male",33,"UK","No",39228.54,1622.5
"No","Male",41,"UK","No",29567.86,47.42
"No","Female",40,"FR","No",54331.53,153.71
"No","Male",34,"UK","Yes",21593.01,1739.84
"No","Male",44,"FR","No",28176.12,5
"No","Female",36,"SP","No",42397.1,870.35
"No","Female",33,"IT","Yes",16428.75,1010.85
"No","Male",47,"SP","No",19024,1382.27
"No","Male",37,"UK","No",43308.97,339.68
"No","Male",39,"UK","No",50236.51,253.63
"No","Male",48,"UK","No",49119.35,736.5
"Yes","Male",28,"SP","Yes",19282.44,1276.69
"No","Male",39,"UK","No",47291.02,399.88
"No","Female",36,"GR","No",45937.98,182.24
"No","Male",50,"UK","No",45937.98,182.24
"No","Male",42,"GE","No",37542.58,743.67
"No","Male",43,"GR","No",65026.74,1625.64
"No","Male",38,"UK","No",30227.86,1017.75
"No","Male",50,"SP","No",35086.9,708.5
"No","Female",37,"DE","No",35086.9,708.5
"No","Male",35,"FR","No",29775.16,5
"No","Male",42,"GR","No",51719.37,5
"No","Female",41,"FR","No",44091.69,25.8
"No","Male",41,"GR","No",46076.3,811.77
"No","Female",48,"GE","No",50474.98,621.3
"No","Male",42,"HO","No",44714.37,154.66
"No","Male",36,"GE","No",31350.93,379.1
"No","Male",41,"GR","Yes",15727.67,1231.56
"No","Male",37,"SP","Yes",22709.43,1112.13
"No","Female",39,"GE","No",43677.98,1407.09
"No","Female",46,"SP","No",50562.49,326.67
"No","Male",44,"DE","No",37695.78,564.13
"No","Male",48,"UK","No",45642.76,5
"No","Male",42,"GE","Yes",18297.33,618.76
"No","Male",37,"GE","No",47496.16,1408.18
"No","Male",40,"DE","Yes",20538.55,993.05
"No","Female",35,"UK","Yes",16658.42,1447.42
"No","Female",39,"SP","No",31306.53,641.25
"No","Female",42,"GE","Yes",25068.05,562.84
"No","Male",39,"GE","Yes",20068.02,1134.7
"No","Female",37,"DE","Yes",18107.36,948.15
"No","Male",38,"DE","No",54681.83,761.19
"No","Male",43,"SP","No",13719.36,102.72
"No","Male",41,"GE","No",43370.76,1453.29
"No","Male",42,"GE","No",33671.46,1207.29
"No","Female",45,"UK","No",23289.28,538.94
"No","Female",44,"GE","No",23289.28,538.94
"No","Female",36,"SP","No",34576.49,323.8
"Yes","Male",29,"FR","No",30839.18,2062.87
"No","Female",37,"FR","No",40359.97,1114.12
"No","Male",36,"UK","No",40359.97,1114.12
"No","Male",41,"UK","No",50689.19,821.61
"No","Male",48,"UK","Yes",21358.42,553.46
"No","Male",40,"UK","No",63759.79,472.95
"No","Male",37,"GE","Yes",15348.71,855.23
"Yes","Male",34,"GE","No",18820.79,1323.63
"No","Male",46,"GE","No",43032.27,1270.39
"No","Male",35,"GE","No",43032.27,1270.39
"No","Female",44,"SP","No",19153.34,1444.43
"No","Male",35,"GE","No",19153.34,1444.43
"Yes","Male",35,"FR","No",59224.45,1926.6
"No","Male",38,"UK","Yes",12853.18,811.97
"No","Male",38,"IT","Yes",20573.55,1305.1
"No","Female",41,"UK","Yes",21390.69,533.92
"No","Female",39,"UK","No",39915.45,89.31
"No","Male",35,"IT","No",40717.16,522.15
"No","Male",31,"IT","No",46503.17,488.72
"No","Male",45,"UK","Yes",24554.27,983.27
"No","Male",41,"SP","Yes",19302.9,1204.24
"No","Female",41,"IT","No",33157.36,462
"No","Female",42,"UK","Yes",20685.46,154.88
"No","Male",35,"PO","No",24820.53,809.1
"No","Male",40,"FR","Yes",15093.83,2149.34
"No","Male",43,"SP","No",26591.11,497.73
"No","Male",43,"FR","Yes",9518.83,596.54
"Yes","Male",33,"UK","No",52568.91,2049.03
"No","Male",40,"IT","No",18953.67,246.64
"No","Male",38,"SP","Yes",13940.6,100.36
"No","Male",42,"GE","Yes",24704,420.26
"No","Male",37,"FR","Yes",16433.67,203.97
"No","Male",49,"UK","Yes",17132.31,1557.53
"No","Male",42,"GR","No",47721.27,1136.46
"No","Female",42,"GE","No",44518.4,844.47
"No","Male",39,"SP","No",44518.4,844.47
"No","Female",42,"GE","Yes",7032.06,1343.24
"No","Male",40,"IT","Yes",19967.86,1203.1
"No","Male",42,"FR","No",31764.2,221.33
"Yes","Female",31,"DE","Yes",19780.76,2207.6
"Yes","Male",42,"GE","No",35456.7,1315.56
"No","Male",40,"GE","No",33568.53,250.99
"No","Female",50,"GE","No",35387.7,1363.31
"No","Male",40,"GE","No",43201.52,1112.47
"No","Male",44,"FR","No",47517.87,1074.12
"No","Male",43,"UK","No",40177.96,1351.85
"No","Male",40,"GE","Yes",11339.16,1204.92
"No","Female",41,"FR","No",46461.32,5
"No","Male",40,"FR","Yes",15352.36,284.05
"No","Male",44,"UK","No",39925.18,528.68
"No","Female",41,"FR","No",50643.32,567.7
"No","Male",41,"GE","No",50643.32,567.7
"No","Female",34,"FR","Yes",15715.5,289.36
"No","Female",42,"UK","No",38592.04,733.2
"No","Male",38,"GE","Yes",24776.69,230.16
"No","Male",40,"GR","Yes",13722.9,1212.76
"No","Male",42,"UK","No",59755.03,1229.52
"No","Female",35,"PO","Yes",16984.61,973.26
"No","Male",35,"UK","No",26989.39,690.64
"No","Male",39,"GE","Yes",17992.32,843.64
"No","Male",34,"SP","No",52926.78,355.03
"No","Male",35,"HO","No",49011.42,1585.53
"No","Male",34,"FR","No",48906.52,1322.08
"No","Female",35,"FR","Yes",20779.68,1426.01
"No","Male",36,"GE","Yes",20779.68,1426.01
"Yes","Male",32,"GE","Yes",25548.49,1359.21
"No","Male",39,"UK","Yes",23235.66,1184.2
"No","Male",41,"FR","No",33702.65,31.86
"Yes","Male",41,"GE","No",50033.53,2006.99
"No","Male",49,"UK","No",35358.39,821.85
"No","Male",37,"SP","No",26551.6,656.43
"No","Female",41,"GE","No",24089.1,1456.64
"No","Male",35,"FR","Yes",22000.11,711.04
"No","Male",37,"GE","Yes",22000.11,711.04
"No","Male",35,"FR","No",36744.57,781.29
"No","Male",39,"GE","No",33866.36,919.3
"No","Female",36,"FR","No",38285.41,407.32
"No","Male",41,"GE","No",22788.97,555.23
"No","Male",39,"GE","Yes",20655.07,771.13
"No","Female",47,"GE","No",53844.58,1700.29
"No","Male",37,"DE","No",47489.28,627.38
"No","Male",44,"FR","No",38161.74,842.41
"No","Male",40,"GE","No",55735.55,806.78
"No","Male",40,"SP","No",44754.25,5
"No","Female",36,"FR","No",48461.91,637.22
"No","Female",37,"GE","No",48461.91,637.22
"No","Male",43,"FR","No",45530.38,850.39
"Yes","Male",27,"DE","Yes",24067.55,2352.05
"No","Male",40,"UK","No",37640.3,541.94
"No","Male",36,"UK","Yes",11575.7,860.92
"No","Female",36,"GE","No",43048.17,1002.35
"No","Female",46,"IT","Yes",12830.83,1209.38
"No","Female",44,"FR","No",40907.81,671.77
"No","Male",38,"GE","No",45727.77,507.91
"No","Male",33,"GR","No",41813.89,1678.12
"No","Male",38,"GE","Yes",14328.31,378.67
"No","Male",43,"GE","Yes",14328.31,378.67
"No","Male",38,"FR","No",46893.73,350.2
"Yes","Male",35,"UK","No",44253.31,1288.41
"No","Female",40,"GE","No",47969.68,861.36
"Yes","Male",33,"SP","No",18966.11,1747.98
"No","Female",41,"PO","No",37604.22,61.18
"No","Male",34,"GR","No",44869.05,979.85
"No","Female",40,"GR","No",37946.98,815.17
"No","Male",49,"IT","No",38323.08,1163.32
"No","Male",38,"IT","No",38960.27,698.08
"Yes","Male",36,"SP","Yes",17667.78,1789.48
"No","Female",44,"FR","No",50701.73,1124.97
"No","Female",42,"FR","No",31722.33,5
"No","Male",43,"IT","Yes",17245.03,1383.57
"Yes","Male",35,"FR","No",33445.62,1856.91
"No","Female",39,"GE","No",67018.42,566.87
"Yes","Male",33,"SP","No",34758.12,1125.66
"No","Female",45,"FR","Yes",21314.78,564.8
"No","Female",41,"UK","No",43511.34,690.6
"No","Male",37,"UK","No",51413.84,1578.46
"No","Male",33,"GE","Yes",13685.47,472.02
"No","Male",34,"FR","No",36995.75,1635
"No","Male",39,"IT","No",37410.38,1060.97
"No","Male",34,"IT","No",35058.34,184.53
"No","Male",34,"SP","No",21361.05,1915.33
"No","Male",35,"DE","No",21361.05,1915.33
"No","Male",40,"UK","No",46007.01,669.36
"No","Male",36,"GE","No",46696.19,574.47
"No","Female",40,"HO","Yes",15627.66,256.33
"No","Male",38,"UK","Yes",8549.25,1260.49
"No","Female",39,"SP","Yes",8549.25,1260.49
"No","Male",35,"FR","No",50639.06,1045.43
"No","Male",47,"GE","No",50639.06,1045.43
"No","Male",40,"GR","No",37481.68,522.77
"No","Male",39,"SP","No",30293.96,316.56
"No","Male",37,"GE","No",51845.18,1322.09
"No","Male",37,"SP","No",49716.02,184.89
"No","Female",36,"SP","No",43718.69,1225.92
"No","Male",34,"UK","No",55543.62,497.88
"Yes","Male",38,"UK","No",43764.87,1234.1
"No","Male",37,"GR","Yes",19141.73,816.44
"No","Male",40,"GE","No",43325.97,768.38
"No","Male",36,"SP","Yes",18268.2,1725.34
"No","Female",43,"DE","No",31804.63,1965.33
"No","Male",38,"UK","No",35129.09,989.02
"No","Male",42,"FR","No",40497.38,635.81
"No","Male",42,"GE","Yes",16251.61,50.95
"No","Male",38,"FR","Yes",21122.96,1032.63
"No","Male",36,"SP","No",39033.32,566.37
"No","Female",46,"HO","No",47462.07,430.47
"No","Male",45,"UK","No",50491.26,1074.02
"No","Male",46,"IT","No",46466.3,693.36
"No","Male",40,"DE","No",60222.37,563.99
"No","Male",37,"GE","No",37442.84,377.36
"No","Male",34,"UK","No",51108.04,204.03
"No","Female",36,"GE","No",51108.04,204.03
"No","Female",39,"UK","No",46755.28,1436.67
"Yes","Male",34,"GE","No",48708.96,1800.64
"No","Male",36,"GE","Yes",10364.82,1006.97
"No","Female",45,"SP","No",26315.05,1068.58
"No","Male",37,"GE","No",26315.05,1068.58
"No","Male",39,"UK","No",25590.66,1278.43
"No","Male",38,"IT","No",25590.66,1278.43
"No","Male",47,"FR","No",43943.5,456.14
"Yes","Male",29,"IT","No",37524.25,1548
"No","Male",43,"SP","No",38494.65,252.11
"No","Male",34,"IT","No",38494.65,252.11
"No","Male",36,"GE","No",46370.82,938.09
"Yes","Male",28,"GR","No",44647.59,2095.11
"No","Male",42,"FR","No",54009.45,417.65
"No","Male",37,"SP","No",54009.45,417.65
"No","Male",48,"FR","No",49332.99,347.6
"No","Male",38,"HO","Yes",19577.43,846.17
"No","Male",39,"FR","Yes",19577.43,846.17
"No","Male",37,"IT","Yes",1498.23,770.41
"No","Male",48,"UK","No",21503.2,1272.08
"No","Female",35,"DE","No",35594.22,829.69
"No","Female",39,"GE","No",35594.22,829.69
"No","Female",45,"UK","No",35594.22,829.69
"Yes","Male",42,"GE","Yes",21356.94,1538.02
"No","Male",51,"IT","No",24978.08,1003.6
"No","Male",55,"SP","No",26902.7,687.16
"No","Female",44,"FR","No",26902.7,687.16
"No","Female",34,"GE","Yes",15073.79,978.24
"No","Male",44,"DE","No",38352.57,846.39
"No","Male",39,"GE","No",38352.57,846.39
"No","Male",40,"UK","Yes",11078.39,833.61
"No","Female",37,"GE","Yes",16259.38,1027.13
"No","Male",37,"FR","Yes",18090.48,1212.74
"Yes","Male",29,"DE","No",23648.41,1815.17
"No","Female",39,"FR","No",39462.69,5
"No","Female",44,"GR","No",45178.05,929.83
"No","Female",36,"UK","No",45178.05,929.83
"No","Male",38,"GE","No",52663.29,751.84
"No","Male",38,"UK","No",57972.5,996.18
"No","Male",40,"GE","Yes",19146.29,1443.86
"No","Male",46,"GR","Yes",19635.66,1273.75
"No","Male",41,"UK","No",50667.88,863.05
"No","Male",41,"GE","No",46578.47,1118.57
"No","Male",43,"GE","No",40503,911.93
"No","Male",41,"GR","Yes",17136.51,1291.08
"No","Male",40,"GE","No",43381.92,572.89
"No","Male",40,"GE","No",43410.38,886.78
"No","Male",41,"IT","Yes",22324.47,596.21
"No","Female",40,"SP","No",47099.21,1375.38
"No","Male",38,"UK","No",47099.21,1375.38
"No","Male",46,"UK","No",35034.81,797.32
"Yes","Female",37,"DE","No",52335.55,2073.78
"No","Female",36,"DE","No",40823.38,1142.67
"No","Male",34,"FR","Yes",16814.3,1007.54
"Yes","Female",44,"UK","No",27600.42,961.73
"No","Female",36,"IT","Yes",19630.16,1627.46
"No","Male",38,"GR","Yes",17666.39,979.07
"No","Male",44,"GE","No",30961.74,38.68
"Yes","Male",36,"GE","No",39407.92,1825.97
"No","Male",39,"FR","No",46535.2,1926.25
"Yes","Male",36,"IT","No",38204.12,1658.97
"No","Male",38,"UK","Yes",20877.89,5
"No","Female",37,"SP","No",43549.99,882.09
"No","Male",38,"UK","No",48311.44,1740.63
"Yes","Male",29,"UK","No",47061.39,1506.19
"No","Male",43,"FR","No",49815.65,906.42
"No","Male",37,"FR","No",33490.01,270.59
"No","Male",45,"GE","No",34705.36,1486.05
"Yes","Female",33,"UK","Yes",15752.01,1719.26
"No","Male",41,"GE","No",17685.45,870.41
"No","Male",43,"GE","No",47963.18,527.94
"No","Female",41,"FR","Yes",6744.04,1220.94
"No","Male",46,"GE","Yes",6744.04,1220.94
"No","Male",37,"GE","No",35072.3,1338.53
"No","Male",37,"GE","Yes",22689.61,1129.23
"No","Male",44,"SP","No",42331.02,915.52
"No","Female",37,"GE","No",34174.65,833.96
"No","Male",35,"IT","No",49114.89,381.57
"Yes","Male",39,"UK","Yes",17910.63,2046.64
"No","Male",38,"IT","Yes",18210.81,1302.52
"No","Male",38,"UK","Yes",18210.81,1302.52
"No","Male",39,"GR","Yes",18200.88,256.37
"No","Female",40,"HO","No",46174.47,909
"Yes","Male",35,"GE","Yes",13654.6,1726.48
"Yes","Male",30,"UK","No",25054.77,1666.11
"No","Male",50,"FR","Yes",20456.44,1215.47
"No","Male",37,"FR","No",26710.01,29.62
"Yes","Male",33,"FR","No",59435.23,959.16
"No","Male",33,"GE","No",53295.87,1413
"No","Male",47,"SP","No",28859.69,216.53
"No","Male",39,"GE","No",28859.69,216.53
"No","Male",37,"FR","No",38251.18,1199.98
"No","Male",41,"FR","No",51386.28,444.59
"Yes","Male",37,"SP","No",46155.04,652.4
"No","Male",41,"FR","No",48179.38,785.79
"No","Female",42,"SP","Yes",20385.87,1775.18
"No","Male",38,"GE","No",61089.43,1154.58
"No","Male",48,"FR","No",37517.25,5
"No","Male",37,"DE","No",37304.2,751.12
"No","Male",34,"UK","No",40236.53,615
"No","Male",35,"HO","No",40236.53,615
"No","Female",39,"SP","No",40236.53,615
"No","Male",43,"UK","No",40236.53,615
"No","Female",49,"SP","Yes",16310.53,1630.49
"No","Male",41,"SP","No",33357.81,813.86
"No","Female",34,"GR","No",23647.33,1280.23
"No","Male",43,"FR","Yes",19567.7,717.76
"No","Female",42,"UK","Yes",19567.7,717.76
"No","Male",33,"IT","Yes",14431.46,673.33
"No","Male",42,"FR","Yes",14663.56,616.31
"No","Male",35,"IT","No",43668.39,221.55
"No","Male",40,"FR","No",36958.75,575.67
"No","Female",48,"UK","No",50371.73,1186.49
"No","Female",34,"SP","No",50371.73,1186.49
"No","Male",38,"FR","No",41355.99,1082.82
"No","Male",35,"GE","No",44571.71,4.68
"Yes","Male",28,"FR","Yes",18603.5,1502.19
"No","Male",40,"GR","No",40034.57,1267.49
"No","Male",42,"GE","No",40034.57,1267.49
"No","Male",36,"IT","Yes",25103.01,698.98
"No","Male",48,"SP","Yes",16134.21,625.6
"No","Male",36,"FR","No",33697.35,1408.35
"No","Male",35,"GR","Yes",19243.41,926.57
"No","Female",49,"FR","Yes",19243.41,926.57
"No","Male",47,"SP","No",41882.58,658.05
"No","Male",46,"GR","Yes",17966.77,1079.08
"No","Male",36,"GR","Yes",16400.36,641.89
"No","Male",40,"FR","Yes",19473.69,1170.91
"No","Male",41,"UK","No",44617.74,1433.65
"No","Male",39,"FR","No",50813.51,579.28
"Yes","Male",30,"FR","No",42096.5,2128.8
"No","Male",40,"GE","Yes",14336.43,1146.83
"No","Female",38,"UK","Yes",12589.77,320.73
"No","Female",37,"UK","Yes",12268.93,843.02
"No","Female",35,"HO","No",41160.62,5
"No","Male",47,"GE","No",43883.15,1088.57
"No","Male",35,"FR","No",47254.69,1111.96
"No","Male",38,"PO","Yes",15132.39,711.85
"No","Male",34,"DE","No",56152.43,1132.17
"No","Male",43,"FR","Yes",15102.32,810.1
